Area,Item,Element,Year,Value
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2006,0.0021
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2007,0.0029
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2008,0.0033
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2009,0.0033
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2010,0.0021
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2011,0.0022
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2012,0.0028
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2013,0.0032
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2014,0.0037
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2015,0.0039
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2016,0.0039
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2017,0.0038
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2018,0.004
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2019,0.0039
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2020,0.0039
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2021,0.004
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2022,0.0039
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2030,0.003
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2050,0.0037
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1961,0.0123
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1962,0.0132
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1963,0.0167
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1964,0.0202
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1965,0.0237
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1966,0.0237
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1967,0.0263
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1968,0.0263
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1969,0.0272
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1970,0.0281
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1971,0.0298
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1972,0.0307
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1973,0.029
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1974,0.0307
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1975,0.0316
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1976,0.0333
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1977,0.0351
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1978,0.0351
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1979,0.0369
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1980,0.0386
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1981,0.0404
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1982,0.0395
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1983,0.0351
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1984,0.036
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1985,0.0376
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1986,0.0393
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1987,0.0388
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1988,0.039
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1989,0.0395
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1990,0.0393
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1991,0.039
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1992,0.0393
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1993,0.0418
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1994,0.0329
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1995,0.0338
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1996,0.0369
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1997,0.0384
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1998,0.0404
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),1999,0.0421
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2000,0.0421
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2001,0.0404
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2002,0.0702
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2003,0.0737
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2004,0.0755
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2005,0.0772
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2006,0.0825
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2007,0.1106
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2008,0.1262
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2009,0.1282
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2010,0.0802
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2011,0.086
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2012,0.1085
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2013,0.1245
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2014,0.1437
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2015,0.1492
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2016,0.1516
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2017,0.1482
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2018,0.1552
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2019,0.1516
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2020,0.1517
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2021,0.1528
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2022,0.152
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2030,0.1165
Nigeria,Sugar cane,Burning crop residues (Emissions CH4),2050,0.1418
Nigeria,Potatoes,Crop residues (Emissions N2O),1961,0.0012
Nigeria,Potatoes,Crop residues (Emissions N2O),1962,0.0012
Nigeria,Potatoes,Crop residues (Emissions N2O),1963,0.0012
Nigeria,Potatoes,Crop residues (Emissions N2O),1964,0.0012
Nigeria,Potatoes,Crop residues (Emissions N2O),1965,0.0012
Nigeria,Potatoes,Crop residues (Emissions N2O),1966,0.0013
Nigeria,Potatoes,Crop residues (Emissions N2O),1967,0.0013
Nigeria,Potatoes,Crop residues (Emissions N2O),1968,0.0013
Nigeria,Potatoes,Crop residues (Emissions N2O),1969,0.0013
Nigeria,Potatoes,Crop residues (Emissions N2O),1970,0.0013
Nigeria,Potatoes,Crop residues (Emissions N2O),1971,0.0015
Nigeria,Potatoes,Crop residues (Emissions N2O),1972,0.0017
Nigeria,Potatoes,Crop residues (Emissions N2O),1973,0.0018
Nigeria,Potatoes,Crop residues (Emissions N2O),1974,0.0019
Nigeria,Potatoes,Crop residues (Emissions N2O),1975,0.0021
Nigeria,Potatoes,Crop residues (Emissions N2O),1976,0.0023
Nigeria,Potatoes,Crop residues (Emissions N2O),1977,0.0025
Nigeria,Potatoes,Crop residues (Emissions N2O),1978,0.0026
Nigeria,Potatoes,Crop residues (Emissions N2O),1979,0.0029
Nigeria,Potatoes,Crop residues (Emissions N2O),1980,0.003
Nigeria,Potatoes,Crop residues (Emissions N2O),1981,0.003
Nigeria,Potatoes,Crop residues (Emissions N2O),1982,0.0032
Nigeria,Potatoes,Crop residues (Emissions N2O),1983,0.0032
Nigeria,Potatoes,Crop residues (Emissions N2O),1984,0.0037
Nigeria,Potatoes,Crop residues (Emissions N2O),1985,0.0037
Nigeria,Potatoes,Crop residues (Emissions N2O),1986,0.004
Nigeria,Potatoes,Crop residues (Emissions N2O),1987,0.0039
Nigeria,Potatoes,Crop residues (Emissions N2O),1988,0.0038
Nigeria,Potatoes,Crop residues (Emissions N2O),1989,0.0044
Nigeria,Potatoes,Crop residues (Emissions N2O),1990,0.0042
Nigeria,Potatoes,Crop residues (Emissions N2O),1991,0.0051
Nigeria,Potatoes,Crop residues (Emissions N2O),1992,0.0057
Nigeria,Potatoes,Crop residues (Emissions N2O),1993,0.0062
Nigeria,Potatoes,Crop residues (Emissions N2O),1994,0.007
Nigeria,Potatoes,Crop residues (Emissions N2O),1995,0.0074
Nigeria,Potatoes,Crop residues (Emissions N2O),1996,0.0101
Nigeria,Potatoes,Crop residues (Emissions N2O),1997,0.0106
Nigeria,Potatoes,Crop residues (Emissions N2O),1998,0.0115
Nigeria,Potatoes,Crop residues (Emissions N2O),1999,0.095
Nigeria,Potatoes,Crop residues (Emissions N2O),2000,0.0984
Nigeria,Potatoes,Crop residues (Emissions N2O),2001,0.0984
Nigeria,Potatoes,Crop residues (Emissions N2O),2002,0.104
Nigeria,Potatoes,Crop residues (Emissions N2O),2003,0.1093
Nigeria,Potatoes,Crop residues (Emissions N2O),2004,0.1148
Nigeria,Potatoes,Crop residues (Emissions N2O),2005,0.1215
Nigeria,Potatoes,Crop residues (Emissions N2O),2006,0.1251
Nigeria,Potatoes,Crop residues (Emissions N2O),2007,0.1229
Nigeria,Potatoes,Crop residues (Emissions N2O),2008,0.1291
Nigeria,Potatoes,Crop residues (Emissions N2O),2009,0.1217
Nigeria,Potatoes,Crop residues (Emissions N2O),2010,0.1288
Nigeria,Potatoes,Crop residues (Emissions N2O),2011,0.1472
Nigeria,Potatoes,Crop residues (Emissions N2O),2012,0.1444
Nigeria,Potatoes,Crop residues (Emissions N2O),2013,0.1488
Nigeria,Potatoes,Crop residues (Emissions N2O),2014,0.1524
Nigeria,Potatoes,Crop residues (Emissions N2O),2015,0.1545
Nigeria,Potatoes,Crop residues (Emissions N2O),2016,0.154
Nigeria,Potatoes,Crop residues (Emissions N2O),2017,0.1543
Nigeria,Potatoes,Crop residues (Emissions N2O),2018,0.1572
Nigeria,Potatoes,Crop residues (Emissions N2O),2019,0.1552
Nigeria,Potatoes,Crop residues (Emissions N2O),2020,0.1556
Nigeria,Potatoes,Crop residues (Emissions N2O),2021,0.156
Nigeria,Potatoes,Crop residues (Emissions N2O),2022,0.1556
Nigeria,Potatoes,Crop residues (Emissions N2O),2030,0.1429
Nigeria,Potatoes,Crop residues (Emissions N2O),2050,0.1666
Nigeria,Wheat,Crop residues (Emissions N2O),1961,0.0043
Nigeria,Wheat,Crop residues (Emissions N2O),1962,0.0043
Nigeria,Wheat,Crop residues (Emissions N2O),1963,0.0043
Nigeria,Wheat,Crop residues (Emissions N2O),1964,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1965,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1966,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1967,0.0056
Nigeria,Wheat,Crop residues (Emissions N2O),1968,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1969,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1970,0.0051
Nigeria,Wheat,Crop residues (Emissions N2O),1971,0.0054
Nigeria,Wheat,Crop residues (Emissions N2O),1972,0.0054
Nigeria,Wheat,Crop residues (Emissions N2O),1973,0.0042
Nigeria,Wheat,Crop residues (Emissions N2O),1974,0.005
Nigeria,Wheat,Crop residues (Emissions N2O),1975,0.0049
Nigeria,Wheat,Crop residues (Emissions N2O),1976,0.0048
Nigeria,Wheat,Crop residues (Emissions N2O),1977,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1978,0.0053
Nigeria,Wheat,Crop residues (Emissions N2O),1979,0.0057
Nigeria,Wheat,Crop residues (Emissions N2O),1980,0.0062
Nigeria,Wheat,Crop residues (Emissions N2O),1981,0.0066
Nigeria,Wheat,Crop residues (Emissions N2O),1982,0.0066
Nigeria,Wheat,Crop residues (Emissions N2O),1983,0.0069
Nigeria,Wheat,Crop residues (Emissions N2O),1984,0.0073
Nigeria,Wheat,Crop residues (Emissions N2O),1985,0.0296
Nigeria,Wheat,Crop residues (Emissions N2O),1986,0.0348
Nigeria,Wheat,Crop residues (Emissions N2O),1987,0.0367
Nigeria,Wheat,Crop residues (Emissions N2O),1988,0.0143
Nigeria,Wheat,Crop residues (Emissions N2O),1989,0.0173
Nigeria,Wheat,Crop residues (Emissions N2O),1990,0.0157
Nigeria,Wheat,Crop residues (Emissions N2O),1991,0.0173
Nigeria,Wheat,Crop residues (Emissions N2O),1992,0.0113
Nigeria,Wheat,Crop residues (Emissions N2O),1993,0.0084
Nigeria,Wheat,Crop residues (Emissions N2O),1994,0.0091
Nigeria,Wheat,Crop residues (Emissions N2O),1995,0.0113
Nigeria,Wheat,Crop residues (Emissions N2O),1996,0.0123
Nigeria,Wheat,Crop residues (Emissions N2O),1997,0.0168
Nigeria,Wheat,Crop residues (Emissions N2O),1998,0.0258
Nigeria,Wheat,Crop residues (Emissions N2O),1999,0.0265
Nigeria,Wheat,Crop residues (Emissions N2O),2000,0.0203
Nigeria,Wheat,Crop residues (Emissions N2O),2001,0.0154
Nigeria,Wheat,Crop residues (Emissions N2O),2002,0.0163
Nigeria,Wheat,Crop residues (Emissions N2O),2003,0.0173
Nigeria,Wheat,Crop residues (Emissions N2O),2004,0.0183
Nigeria,Wheat,Crop residues (Emissions N2O),2005,0.0194
Nigeria,Wheat,Crop residues (Emissions N2O),2006,0.0207
Nigeria,Wheat,Crop residues (Emissions N2O),2007,0.0119
Nigeria,Wheat,Crop residues (Emissions N2O),2008,0.0143
Nigeria,Wheat,Crop residues (Emissions N2O),2009,0.0216
Nigeria,Wheat,Crop residues (Emissions N2O),2010,0.0305
Nigeria,Wheat,Crop residues (Emissions N2O),2011,0.0468
Nigeria,Wheat,Crop residues (Emissions N2O),2012,0.0299
Nigeria,Wheat,Crop residues (Emissions N2O),2013,0.024
Nigeria,Wheat,Crop residues (Emissions N2O),2014,0.0258
Nigeria,Wheat,Crop residues (Emissions N2O),2015,0.018
Nigeria,Wheat,Crop residues (Emissions N2O),2016,0.018
Nigeria,Wheat,Crop residues (Emissions N2O),2017,0.0224
Nigeria,Wheat,Crop residues (Emissions N2O),2018,0.0238
Nigeria,Wheat,Crop residues (Emissions N2O),2019,0.0235
Nigeria,Wheat,Crop residues (Emissions N2O),2020,0.0161
Nigeria,Wheat,Crop residues (Emissions N2O),2021,0.0263
Nigeria,Wheat,Crop residues (Emissions N2O),2022,0.0323
Nigeria,Wheat,Crop residues (Emissions N2O),2030,0.024
Nigeria,Wheat,Crop residues (Emissions N2O),2050,0.0295
Nigeria,Wheat,Burning crop residues (Emissions N2O),1961,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1962,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1963,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1964,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1965,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1966,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1967,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1968,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1969,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1970,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1971,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1972,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1973,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1974,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1975,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1976,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1977,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1978,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1979,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1980,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1981,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1982,0.0003
Nigeria,Wheat,Burning crop residues (Emissions N2O),1983,0.0004
Nigeria,Wheat,Burning crop residues (Emissions N2O),1984,0.0004
Nigeria,Wheat,Burning crop residues (Emissions N2O),1985,0.0015
Nigeria,Wheat,Burning crop residues (Emissions N2O),1986,0.0019
Nigeria,Wheat,Burning crop residues (Emissions N2O),1987,0.002
Nigeria,Wheat,Burning crop residues (Emissions N2O),1988,0.0011
Nigeria,Wheat,Burning crop residues (Emissions N2O),1989,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),1990,0.0017
Nigeria,Wheat,Burning crop residues (Emissions N2O),1991,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),1992,0.0008
Nigeria,Wheat,Burning crop residues (Emissions N2O),1993,0.0004
Nigeria,Wheat,Burning crop residues (Emissions N2O),1994,0.0004
Nigeria,Wheat,Burning crop residues (Emissions N2O),1995,0.0006
Nigeria,Wheat,Burning crop residues (Emissions N2O),1996,0.0006
Nigeria,Wheat,Burning crop residues (Emissions N2O),1997,0.0007
Nigeria,Wheat,Burning crop residues (Emissions N2O),1998,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),1999,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),2000,0.0015
Nigeria,Wheat,Burning crop residues (Emissions N2O),2001,0.0015
Nigeria,Wheat,Burning crop residues (Emissions N2O),2002,0.0015
Nigeria,Wheat,Burning crop residues (Emissions N2O),2003,0.0016
Nigeria,Wheat,Burning crop residues (Emissions N2O),2004,0.0016
Nigeria,Wheat,Burning crop residues (Emissions N2O),2005,0.0017
Nigeria,Wheat,Burning crop residues (Emissions N2O),2006,0.0018
Nigeria,Wheat,Burning crop residues (Emissions N2O),2007,0.0007
Nigeria,Wheat,Burning crop residues (Emissions N2O),2008,0.0009
Nigeria,Wheat,Burning crop residues (Emissions N2O),2009,0.0013
Nigeria,Wheat,Burning crop residues (Emissions N2O),2010,0.0021
Nigeria,Wheat,Burning crop residues (Emissions N2O),2011,0.0036
Nigeria,Wheat,Burning crop residues (Emissions N2O),2012,0.0027
Nigeria,Wheat,Burning crop residues (Emissions N2O),2013,0.0022
Nigeria,Wheat,Burning crop residues (Emissions N2O),2014,0.002
Nigeria,Wheat,Burning crop residues (Emissions N2O),2015,0.0017
Nigeria,Wheat,Burning crop residues (Emissions N2O),2016,0.0017
Nigeria,Wheat,Burning crop residues (Emissions N2O),2017,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),2018,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),2019,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),2020,0.0014
Nigeria,Wheat,Burning crop residues (Emissions N2O),2021,0.0022
Nigeria,Wheat,Burning crop residues (Emissions N2O),2022,0.0028
Nigeria,Wheat,Burning crop residues (Emissions N2O),2030,0.0018
Nigeria,Wheat,Burning crop residues (Emissions N2O),2050,0.002
Nigeria,Wheat,Burning crop residues (Emissions CH4),1961,0.0097
Nigeria,Wheat,Burning crop residues (Emissions CH4),1962,0.0097
Nigeria,Wheat,Burning crop residues (Emissions CH4),1963,0.0097
Nigeria,Wheat,Burning crop residues (Emissions CH4),1964,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1965,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1966,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1967,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1968,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1969,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1970,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1971,0.0124
Nigeria,Wheat,Burning crop residues (Emissions CH4),1972,0.0124
Nigeria,Wheat,Burning crop residues (Emissions CH4),1973,0.0113
Nigeria,Wheat,Burning crop residues (Emissions CH4),1974,0.013
Nigeria,Wheat,Burning crop residues (Emissions CH4),1975,0.0119
Nigeria,Wheat,Burning crop residues (Emissions CH4),1976,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1977,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1978,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1979,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1980,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1981,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1982,0.0108
Nigeria,Wheat,Burning crop residues (Emissions CH4),1983,0.0151
Nigeria,Wheat,Burning crop residues (Emissions CH4),1984,0.0173
Nigeria,Wheat,Burning crop residues (Emissions CH4),1985,0.0594
Nigeria,Wheat,Burning crop residues (Emissions CH4),1986,0.0724
Nigeria,Wheat,Burning crop residues (Emissions CH4),1987,0.0778
Nigeria,Wheat,Burning crop residues (Emissions CH4),1988,0.0432
Nigeria,Wheat,Burning crop residues (Emissions CH4),1989,0.054
Nigeria,Wheat,Burning crop residues (Emissions CH4),1990,0.0648
Nigeria,Wheat,Burning crop residues (Emissions CH4),1991,0.054
Nigeria,Wheat,Burning crop residues (Emissions CH4),1992,0.0324
Nigeria,Wheat,Burning crop residues (Emissions CH4),1993,0.0151
Nigeria,Wheat,Burning crop residues (Emissions CH4),1994,0.0162
Nigeria,Wheat,Burning crop residues (Emissions CH4),1995,0.0216
Nigeria,Wheat,Burning crop residues (Emissions CH4),1996,0.0248
Nigeria,Wheat,Burning crop residues (Emissions CH4),1997,0.027
Nigeria,Wheat,Burning crop residues (Emissions CH4),1998,0.0529
Nigeria,Wheat,Burning crop residues (Emissions CH4),1999,0.0542
